product_type,product_name,product_desc,product_price,product_brand,product_model,product_printertype,product_tech,product_maxsize,product_maxres,product_bwspeed,product_cspeed,product_memory,product_dimensions,product_weight
Inkjetprinters,"Epson Expression Premium XP-830","Met de Epson Expression Premium XP-830 print je haarscherpe foto's. Fijn als je die ene vakantieherinnering tastbaar wil maken. Printopdrachten verstuur je draadloos vanaf je smartphone, tablet of pc. Scan of kopiëer je regelmatig documenten? Leg de te scannen documenten in de automatische documentinvoer (ADF) en de printer digitaliseert je documenten automatisch.","138,-","Epson","C11CE78402","None","Inkjet","A4","5760 x 1440","14 ppm","11 ppm","None","39 cm x 33,9 cm x 19,1 cm","6,9 kg"
3D-printers,"Ultimaker 2 Extended+","Maak gedetailleerde actiefiguurtjes tot aan eenvoudige telefoonhoesjes met de Ultimaker 2 Extended+. Met de Extended+ maak je grotere prints dan met de Ultimaker 2+. Importeer het te printen model en de software toont je hoeveel tijd en materiaal de print kost. De 4 verwisselbare mondstukken van de 2 Extended + vormen het verschil met de Ultimaker 2. Hiermee wissel je nog eenvoudiger tussen hoge kwaliteit en snelle prints. Varieer met laagdiktes van 20 tot 600 micron en voorkom dat de spuitmond verstopt raakt met de verwisselbare mondstukken. Zo print je snel een prototype van een laptopstandaard of juist een gedetailleerde recreatie van een schedel. Heb je een specifieke vraag of zoek je een specifiek ontwerp? De Ultimaker community is 1 van de grootste op het gebied van 3D-printen. Hierdoor is de printer voortdurend in ontwikkeling en krijg je altijd snel hulp.","2.999,-","Ultimaker","9624","None","None","None","None","None","None","None","34,2 cm x 49,3 cm x 68,8 cm","12,3 kg"
Inkjetprinters,"Brother MFC-J6930DW","Posters en folders op A3 formaat maak je met de Brother MFC-J6930DW inkjetprinter. Vouw het papier dubbel en je hebt zo een boek of tijdschrift op A4 formaat. Scannen, kopiëren en faxen doe je ook op A3 formaat, waardoor je posters digitaal opslaat en doorstuurt naar opdrachtgevers. Dankzij wifi-direct hoef je niet verbonden te zijn met het wifi netwerk. Je maakt rechtstreeks verbinding met de printer en verstuurt al je printopdrachten draadloos. En via het 9,3 cm kleuren touchscreen pas je nog de instellingen aan zonder tussenkomst van je pc. Het printpad is korter doordat het papier liggend doorgevoerd wordt en niet staand. Dit zorgt ervoor dat je print met een snelheid van 27 pagina's per minuut. Is het papier bijna op dan geeft de printer een waarschuwing door de ingebouwde sensor.","249,-","Brother","MFCJ6930DWRF1","None","Inkjet","A3","4800 x 1200","22 ppm","20 ppm","0,256 GB","57,5 cm x 47,7 cm x 37,5 cm","23,7 kg"
Laserprinters,"HP Color LaserJet Pro MFP M477fdn","De HP Color LaserJet Pro MFP M477fdn print automatisch dubbelzijdig én is bedraad via je modem te delen. Zo print, scan, kopieer en fax je tegelijk met de gehele werkgroep via dezelfde printer. De M477fdn is daarnaast via het 10,9 cm touchscreen aan de voorkant van de printer te bedienen. Zo hoef je niet eerst de pc op te starten om een opdracht uit te voeren. Ook als je vaak op je laptop, smartphone of tablet werkt, biedt de M477fdn uitkomst. Download de HP ePrint app en je verstuurt draadloos opdrachten naar de printer.","379,-","HP","CF378A#B19","None","Laser","A4","600 x 600","27 ppm","27 ppm","None","41,6 cm x 47,2 cm x 40 cm","23,2 kg"
Inkjetprinters,"Canon PIXMA iP7250","De Canon PIXMA iP7250 is een compact vormgegeven document- en fotoprinter voor thuisgebruikers. De printer is voorzien van een draadloze netwerkaansluiting, waardoor je printopdrachten kunt versturen vanaf een smartphone of tablet. Om de productiviteit te verhogen en kosten te besparen beschikt de iP7250 over een geïntegreerde duplexmodule, waarmee je automatisch dubbelzijdig kan afdrukken. Bovendien is er een extra lade aanwezig om direct in kleur op CD, DVD of Blu-ray af te drukken.","67,-","Canon","6219B006","None","Inkjet","A4","9600 x 2400","15 ppm","10 ppm","None","45,1 cm x 36,8 cm x 12,8 cm","6,6 kg"
3D-printers,"BCN3D Sigma R17","Maak met de BCN3D Sigma R17 3D-printer nauwgezette creaties als je eigen F1 wagens of simpele bouw blokjes. Doordat de printkoppen uit elkaar vastzitten, 1 links en 1 rechts, maak je 3D prints over de gehele lengte en breedte van de 3D-printer. Dit is groter dan vergelijkbare 3D-printers met twee printkoppen. De spuitmonden zijn voorzien van ventilatoren, die aan gaan als ze heet worden. Dit zorgt ervoor dat de 3D-printer minder geluid veroorzaakt als je bijvoorbeeld simpele onderleggers maakt. Creëer 3D-prints die bestaan uit 2 verschillende kleuren of zelfs type filament. Voer een SD kaart in de printer en via het 3,6 inch grote touchscreen maak je de laatste wijzigingen aan je printinstellingen voordat je print.","2.659,-","BCN3D","10999","None","None","None","None","None","None","None","4,65 cm x 4,4 cm x 6,8 cm","13,6 kg"
Inkjetprinters,"HP OfficeJet 250 Mobiele Printer (CZ992A)","","289,-","HP","CZ992A#BHC","None","Inkjet","A4","1200 x 1200","20 ppm","19 ppm","0,256 GB","38 cm x 19,8 cm x 9,1 cm","3,06 kg"
Inkjetprinters,"HP Designjet T730 36 inch","De HP Designjet T730 36 inch is een A0 printer die geschikt is voor in een drukkerij. Voer tot A3 formaat papier in de automatische documenteninvoer voor je dagelijkse printtaken. En voor het grover geschut laad je de papierrol van 279 mm tot 914 mm aan de voorzijde van de printer en print in een hoge kwaliteit van 2400 dpi. Is je poster klaar dan hoef je deze niet zelf af te snijden. Dit gebeurt geheel automatisch. Er is ook aan het gebruiksgemak gedacht. Je verstuurt printopdrachten gemakkelijk via wifi. Mocht je niet in de buurt zijn van een computer, dan gebruik je het kleuren touchscreen als bedieningspaneel.","2.612,39","HP","F9A29A","None","Inkjet","A0","2400 x 1200","2,4 ppm","2,4 ppm","1 GB","14 cm x 58,3 cm x 11,5 cm","48 kg"
Inkjetprinters,"HP Deskjet 3638 All-in-One","De HP Deskjet 3638 All-in-One inkjetprinter neem je als je af en toe thuis een documentje of afbeelding print, scant of kopieert. Verstuur je printjes draadloos via het netwerk. Of verbind je smartphone of tablet direct met de printer, zonder verbonden te zijn met een draadloos netwerk. Je drukt daarnaast al je vliegtickets of foto's randloos af. Werk jij tot in de late uurtjes aan projecten en moet je deze nog afdrukken? Zet de printer in de 'Stille modus' en druk alles af zonder dat je het huishouden wakker maakt. Verder neemt de printer met zijn oppervlak van 43 bij 31 cm, minder ruimte in op je bureau.","49,-","HP","K4U02B#623","None","Inkjet","A4","4800 x 1200","8,5 ppm","6 ppm","None","43,8 cm x 31 cm x 15,8 cm","4,17 kg"
Inkjetprinters,"Canon MAXIFY MB2750","De Canon MAXIFY MB2750 inkjetprinter is de printoplossing voor een thuiskantoor. Je verstuurt je printjes via het draadloos netwerk naar de printer en print met een snelheid van 24 pagina's per minuut. Als je pc of laptop al uit staat, stop je gemakkelijk je usb stick in de printer en selecteer je via het 7,5 cm kleuren touchscreen de af te drukken documenten. Met de wifi direct modus maak je direct draadloos contact met de printer via je smartphone zonder verbonden te zijn met je wifi netwerk. Daarnaast heb je met ondersteuning voor SNMP inzichtelijk wat de status van de printer is, het inktniveau en wanneer je onderhoud moet plegen.","127,99","Canon","0958C030","None","Inkjet","A4","1200 x 600","24 ppm","15,5 ppm","None","46,3 cm x 38,9 cm x 32 cm","12,1 kg"
Laserprinters,"Brother DCP-L2520DW","De Brother DCP-L2520DW is ontwikkeld om het printen, scannen en kopiëren eenvoudig en snel te maken. Dit blijkt uit de indrukwekkende eigenschappen. Met een printsnelheid tot 26 pagina's per minuut en de optie automatisch dubbelzijdig te printen, hoef je nooit lang te wachten op jouw prints. Daarnaast bespaar je ook nog eens papier. Kopieer en/of scan je vaak documenten? Ook dat is geen enkel probleem. Het scannen gaat in hoge resolutie en het kopiëren gaat met 26 pagina's per minuut. Dit alles stuur je eenvoudig aan via de bijgeleverde software. De printer is compact en past op ieder bureau. Daarmee is deze printer een goede keus voor iedereen die vaak documenten print en geen behoefte heeft aan kleurenprints. De L2520DW beschikt over Wireless zodat je draadloos printopdrachten kan versturen.

De juiste toners voor deze printer","131,99","Brother","DCPL2520DWRF1","None","Laser","A4","2400 x 600","26 ppm","None","None","40,9 cm x 39,85 cm x 26,7 cm","11,4 kg"
Inkjetprinters,"HP OfficeJet 3833 All-in-One","De HP OfficeJet 3833 All-in-One is een compacte inkjetprinter voor thuis. Verbind je smartphone, tablet of pc via wifi en je verstuurt op afstand printopdrachten, zelfs als je onderweg bent. Dit All-in-One apparaat scant, kopieert en print rapportages, beeldmateriaal en documenten en is daarom ideaal voor veelzijdig gebruik. Dankzij het 5,5 cm grote scherm maak je snel een aanpassing of beheer je je printerinstellingen. Bovendien stuur je zo via e-mail een scan naar een zakenpartner. En dankzij de stille modus hoor je de printer niet als je hem gebruikt. Meld je na aankoop aan voor HP Instant Ink. Vanaf 2,99 per maand zit je nooit meer zonder inkt.","69,99","HP","F5S03B#629","None","Inkjet","A4","600 x 300","8,5 ppm","6 ppm","None","45 cm x 36,4 cm x 22,44 cm","5,61 kg"
Inkjetprinters,"Brother MFC-J5330DW","Print posters en banners op A3 formaat met de Brother MFC-J5330DW all-in-one. Hierdoor is hij geschikt voor een (kleine) printshop. Druk met een snelheid van 35 pagina's per minuut tekstdocumenten af. Gebruik het 6,8 cm grote kleuren touchscherm om print- of scaninstellingen aan te passen zonder tussenkomst van je pc. Met een automatische documentinvoer scan en kopieer je een stapel papier zonder dat je ze handmatig invoert. Maak direct verbinding met de printer dankzij wifi direct en stuur je printjes op korte afstand. Zo druk je toch je printjes af zonder in te loggen op het wifi netwerk. Ontvang mailtjes van de printer zodra het papier of de cartridge bijna op is. Zo zorg je ervoor dat je printer altijd te gebruiken is.","119,-","Brother","MFC-J5330DW","None","Inkjet","A3","4800 x 1200","35 ppm","27 ppm","0,128 GB","53 cm x 39,8 cm x 30,4 cm","16,9 kg"
Inkjetprinters,"Epson EcoTank ET-3750","De Epson EcoTank ET-3750 is een All-in-one inkjet printer voor thuiskantoren en kleine bedrijven. In plaats van inktcartridges gebruik je inkt uit meegeleverde inktflessen. Hierdoor print je efficiënter dan normale inkjetprinters, want je doet wel 3 jaar over de inkt als je 4 pagina's per dag afdrukt. De automatische documentinvoer (ADF) van 30 vel, die automatisch  scant, is handig als je regelmatig rekeningen, facturen of andere geprinte teksten digitaal wilt bewaren. Bovendien sla je bestanden direct op in de cloud, zodat je op elke computer je scans benadert. Je neemt de printer op in je bedrijfsnetwerk via netwerkkabel of je verbindt het apparaat via wifi met je laptop of tablet.","449,-","Epson","C11CG20401","None","Inkjet","A4","4800 x 1200","15 ppm","8 ppm","None","37,5 cm x 34,7 cm x 18,7 cm","6,7 kg"
Inkjetprinters,"Epson Expression Home XP-245","Print al je recepten of werkstukken van je kinderen uit met de Epson Expression Home XP-245. Je scant en kopieert daarnaast je documenten met deze printer. Door de hoge printresolutie van 5760 x 1440 dpi druk je al je foto's randloos af met de XP-245.  Zet de Epson printer overal in je huis neer en verstuur je opdrachten via wifi door middel van de Epson Connect app.","49,95","Epson","C11CF32402","None","Inkjet","A4","5760 x 1440","8 ppm","4 ppm","None","39 cm x 30 cm x 14,5 cm","3,9 kg"
Laserprinters,"Samsung Xpress M2885FW","De Samsung Xpress M2885FW is een compacte en razendsnelle all-in-one. De M2885FW is gemakkelijk aan te sluiten via wifi of met de NFC-optie. Wanneer je tablet of smartphone over NFC beschikt, installeert deze automatisch de Samsung print app wanneer je 1 van deze apparaten bij de printer houdt. Zo kun je met 1 druk op de knop printen, scannen, kopiëren en faxen. Minstens net zo belangrijk: met de beschikbare XL-toners kun je jouw printkosten laag houden.","259,-","Samsung","SL-M2885FW/SEE","None","Laser","A4","4800 x 600","28 ppm","None","None","40,1 cm x 36,2 cm x 36,7 cm","11,3 kg"
3D-printers,"Zortrax M200","De Zortrax M200 3D-printer vond zijn oorsprong op Kickstarter en geschikt is voor zowel beginners als gevorderden. Bevestig het filament aan de spuitmond en ga direct aan de slag. Het apparaat kalibreert het printbed automatisch, waardoor je niets afstelt. Dankzij de vernieuwde firmware
is het nu ook mogelijk om met een grote variatie aan materialen aan de slag te gaan. Kies voor een hogere laagdikte en maak je eigen kopjes en servies. Of ga voor een lagere laagdikte zodat je schaalmodellen van auto's maakt. Laad het printmodel in de Z-Suite software en sla het bestand op op een SD kaartje. Selecteer het bestand via het draaiwiel naast het display. De printer informeert je over de opwarmtijd en printduur. Door de open behuizing raden we aan de printer in een geventileerde ruimte te plaatsen.","2.099,-","Zortrax","M200","None","None","None","None","None","None","None","34,5 cm x 36 cm x 43 cm","16 kg"
Laserprinters,"Samsung Xpress C1810W","De Samsung Xpress C1810W is een compacte kleurenlaserprinter met een hoge printsnelheid. Via wifi of de NFC-optie, koppel je eenvoudig tablets, smartphones of pc's aan deze printer. Met een groot intern geheugen heeft deze printer geen moeite met het verwerken van meerdere opdrachten tegelijkertijd. Geen wachtrij bij de printer meer dus!","179,-","Samsung","SL-C1810W/SEE","None","Laser","A4","9600 x 600","16 ppm","16 ppm","None","42 cm x 42,6 cm x 26,4 cm","16,62 kg"
Inkjetprinters,"Epson Expression Photo XP-860","De Epson Expression Photo XP-860 kan printen, scannen, kopiëren én faxen. De Expression Photo-serie van Epson is gericht op de thuisgebruiker die regelmatig foto's wil printen. Daarom heeft deze printer een 6-delig cartridgesysteem voor een betere kleurweergave. Ook heeft het een hoge scanresolutie zodat je afbeeldingen goed kunt kopiëren en bewerken. Bijzonder is dat deze printer een dubbelzijdige documentinvoer heeft, waarmee je eenvoudig dubbelzijdig kunt scannen, kopiëren en faxen. Hierdoor kan deze printer zich meten met duurdere inkjets. Dit alles maakt de XP-860 geschikt voor de thuisgebruiker die regelmatig foto's print, maar ook over alle functies van een All-in-One wil beschikken.","149,99","Epson","C11CD95402","None","Inkjet","A4","5760 x 1440","9,5 ppm","9 ppm","None","39 cm x 34 cm x 19 cm","9 kg"
Inkjetprinters,"HP OfficeJet Pro 7720 All-in-one","De HP OfficeJet Pro 7720 All-in-one is een A3 inkjetprinter geschikt voor (thuis)kantoren en kleinzakelijke omgevingen. Via de automatische documentinvoer (ADF) print je tot 35 A3 vellen achter elkaar door. Dankzij de hoge afdrukresolutie van 4.800 bij 1.200 dpi en maak je brochures, flyers en posters zonder witranden in hoog detail. Bovendien hoef je door de afdruksnelheid van 22 pagina's per minuut niet lang te wachten voor je beeldmateriaal geprint is. Op het grote 9,6 cm kleuren touchscreen selecteer je printerinstellingen en maak je direct kopieën. Naast scannen, kopiëren en printen fax je ook een factuur of offerte naar een zakenpartner. Benader de printer draadloos vanaf je smartphone of laptop via wifi of sluit de printer via netwerkkabel aan om deze te delen in je netwerk.","169,99","HP","Y0S18A","None","Inkjet","A3","4800 x 1200","22 ppm","18 ppm","0,512 GB","58,49 cm x 44,48 cm x 30,64 cm","19,5 kg"
Inkjetprinters,"HP PageWide Enterprise Color MFP 586z","De HP PageWide Enterprise Color MFP 586z is een printer, scanner, fax- en kopieerapparaat in één voor op kantoor. Dankzij het werkgeheugen van 2 GB kan de printer meerdere opdrachten tegelijk uitvoeren. Verbind de 586z via een modem met het netwerk en deel hem met het hele kantoor. Via het 8 inch touchscreen selecteer jij eenvoudig de gewenste scan-, kopieer-, fax- en printinstellingen. Scan rapporten tot 100 pagina's via de ADF. Kwetsbare documenten scan je met de flatbedscanner. De PageWide technologie werkt met inkt zoals een inkjetprinter, met de snelheid van een laserprinter. De 1200 minuscule spuitmondjes bedrukken in 1 keer de volle breedte van de pagina. Breid de papierinvoer uit tot 5 laden, zo heb je voor elke papiersoort een eigen lade.","1.999,-","HP","G1W41A","None","Inkjet","A4","1200 x 1200","50 ppm","50 ppm","2,048 GB","53 cm x 56,4 cm x 52,9 cm","32,3 kg"
