product_type,product_name,product_price,product_brand,product_model,product_screen,product_screenres,product_cpu,product_graphicscard,product_graphicsmemory,product_memory,product_storage,product_dimensions,product_weight
Laptops QWERTY,"Apple MacBook Pro Retina 15,4'' 16/256SSD - 2,5GHz","2.369,-","Apple","791458","15,4 inch","2880 x 1800 pixels","Intel Core i7 4870HQ","AMD Radeon Pro 555","2000 MB","16 GB","256 GB SSD","35,89 cm x 24,71 cm x 1,8 cm","2,04 kg"
Laptops QWERTY,"Medion Akoya S6421W-i3-128","499,-","Medion","30022670","15,6 inch","1920 x 1080 pixels","Intel Core i3 6006U","Intel HD Graphics 520","None","4 GB","128 GB SSD","38,3 cm x 25,1 cm x 2,1 cm","2,1 kg"
Laptops QWERTY,"MSI GE73VR 7RF-007NL","2.299,-","MSI","GE73VR 7RF-007NL","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1070","8000 MB","16 GB","256 GB SSD + 1 TB HDD","41,9 cm x 28,5 cm x 2,85 cm","2,8 kg"
Laptops QWERTY,"MSI GL72M 7REX-859NL","1.299,-","MSI","GL72M 7REX-859NL","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1050Ti","4000 MB","8 GB","128 GB SSD + 1 TB HDD","41,9 cm x 28,7 cm x 3,2 cm","2,7 kg"
Laptops QWERTY,"HP Omen 15-ce060nd","1.399,-","HP","2PW52EA#ABH","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1050Ti","4000 MB","16 GB","256 GB SSD + 1 TB HDD","38,85 cm x 27,55 cm x 2,48 cm","2,62 kg"
Laptops QWERTY,"Apple MacBook Pro 13'' (2017) 16/256 GB - 2,5Ghz Space Gray","2.349,-","Apple","791426","13,3 inch","2560 x 1600 pixels","Intel Core i7 7660U","Intel Iris Plus Graphics 640","None","16 GB","256 GB SSD","30,41 cm x 21,24 cm x 1,49 cm","1,37 kg"
Laptops QWERTY,"MSI GT73VR 7RF-403NL Titan Pro 4K","3.699,-","MSI","GT73VR 7RF-403NL","17,3 inch","3840 x 2160 pixels","Intel Core i7 7820HK","NVIDIA GeForce GTX 1080","8 MB","32 GB","2x 256 GB SSD + 1 TB HDD","42,8 cm x 31,4 cm x 4,46 cm","3,9 kg"
Laptops QWERTY,"Apple MacBook Pro 13'' (2017) 16/128 GB - 2,3Ghz Space Gray","1.739,-","Apple","791428","13,3 inch","2560 x 1600 pixels","Intel Core i5 7360U","Intel Iris Plus Graphics 640","None","16 GB","128 GB SSD","30,41 cm x 21,24 cm x 1,49 cm","1,37 kg"
Laptops QWERTY,"Lenovo Ideapad 110-15ISK 80UD00TEMH","529,-","Lenovo","80UD00TEMH","15,6 inch","1920 x 1080 pixels","Intel Core i3 6006U","Intel HD Graphics 520","None","4 GB","128 GB SSD","37,7 cm x 26,4 cm x 2,29 cm","2,3 kg"
Laptops QWERTY,"Medion Akoya E7415-F3-256","649,-","Medion","30022272","17,3 inch","1920 x 1080 pixels","Intel Core i3 5005U","Intel HD Graphics 5500","None","4 GB","256 GB SSD","42 cm x 27,9 cm x 2,8 cm","2,73 kg"
Laptops QWERTY,"Acer Chromebook 11 CB3-131-C4DD","229,-","Acer","NX.GR3EH.002","11,6 inch","None","Intel Celeron N2840","Intel HD Graphics","None","2 GB","16 GB Flash","29,4 cm x 20,4 cm x 1,86 cm","1,1 kg"
Laptops QWERTY,"MSI GS73VR 7RF-216NL Stealth Pro","2.049,-","MSI","GS73VR 7RF-216NL","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 2 TB HDD","41,18 cm x 28,49 cm x 1,96 cm","2,43 kg"
Laptops QWERTY,"Apple MacBook Pro 15'' Touch Bar (2017) 16/512SSD - 3,1Ghz Space Gray","3.297,-","Apple","791450","15,4 inch","2880 x 1800 pixels","Intel Core i7 7920HQ","AMD Radeon Pro 555","2000 MB","16 GB","512 GB SSD","34,93 cm x 24,07 cm x 1,55 cm","1,83 kg"
Laptops QWERTY,"Microsoft Surface Book - i7 - 16 GB - 1 TB","3.149,-","Microsoft","975-00011","13,5 inch","3000 x 2000 pixels","Intel Core i7 6600U","NVIDIA GeForce GTX 965M","None","16 GB","1 TB SSD","31,2 cm x 23,2 cm x 2,28 cm","1,52 kg"
Laptops QWERTY,"HP Chromebook 11 G1 X360 1TT17EA","497,-","HP","1TT17EA","11,6 inch","1366 x 768 pixels","Intel Celeron N3350","Intel HD Graphics 500","None","4 GB","32 GB Flash","30,6 cm x 20,8 cm x 1,95 cm","1,4 kg"
Laptops QWERTY,"Acer Chromebook 11 C731T-C9M4","369,-","Acer","NX.GM9EH.001","11,6 inch","1366 x 768 pixels","Intel Celeron N3060","Intel HD Graphics 400","None","4 GB","32 GB Flash","29,7 cm x 21 cm x 2,2 cm","1,35 kg"
Laptops QWERTY,"Apple MacBook 12'' (2017) MNYG2N/A Space Gray","1.799,-","Apple","MNYG2N/A","12 inch","2304 x 1440 pixels","Intel Core i5 None","Intel HD Graphics 615","None","8 GB","512 GB SSD","28,05 cm x 19,65 cm x 1,31 cm","0,92 kg"
Laptops QWERTY,"HP Chromebook 11 G1 X360 1TT14EA","445,-","HP","1TT14EA","11,6 inch","1366 x 768 pixels","Intel Celeron N3350","Intel HD Graphics 500","None","4 GB","32 GB Flash","30,6 cm x 20,8 cm x 1,95 cm","1,4 kg"
Laptops QWERTY,"Medion Akoya E7419","499,-","Medion","30020194","17,3 inch","1600 x 900 pixels","Intel Pentium 4405U","Intel HD Graphics 510","None","4 GB","1 TB HDD + 8 GB Cache SSD","42 cm x 28 cm x 3,1 cm","2,7 kg"
Laptops QWERTY,"Dell XPS 13 CNX93607","1.899,-","Dell","CNX93607","13,3 inch","3200 x 1800 pixels","Intel Core i7 7500U","Intel HD Graphics 620","None","16 GB","512 GB SSD","30,4 cm x 20 cm x 1,5 cm","1,2 kg"
Laptops QWERTY,"Dell XPS 13 CNX93602","1.349,-","Dell","CNX93602","13,3 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","256 GB SSD","30,4 cm x 20 cm x 1,5 cm","1,2 kg"
Laptops QWERTY,"Dell XPS 13 CNX93603","1.449,-","Dell","CNX93603","13,3 inch","1920 x 1080 pixels","Intel Core i7 7500U","Intel HD Graphics 620","None","8 GB","256 GB SSD","30,4 cm x 20 cm x 1,5 cm","1,2 kg"
Laptops QWERTY,"Asus ZenBook Deluxe UX490UA-BE029T","1.399,-","Asus","90NB0EI1-M02250","14 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","256 GB SSD","32,9 cm x 21,6 cm x 1,29 cm","1,09 kg"
Laptops QWERTY,"Asus Gaming ROG Strix GL702VM-GC143T","1.899,-","Asus","90NB0DQ3-M06110","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 1 TB HDD","42 cm x 27,5 cm x 2,47 cm","2,73 kg"
Laptops QWERTY,"Asus ZenBook Flip UX560UQ-FJ089T","1.683,-","Asus","90NB0C23-M01140","15,6 inch","3840 x 2160 pixels","Intel Core i7 7500UJ","NVIDIA GeForce 940MX","2000 MB","16 GB","512 GB SSD","38 cm x 25,4 cm x 2,18 cm","2,26 kg"
Laptops QWERTY,"HP EliteBook x360 1030 G2 Z2W63EA","1.809,-","HP","Z2W63EA","13,3 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel GD Graphics 620","None","8 GB","256 GB SSD","31,69 cm x 21,85 cm x 1,49 cm","1,28 kg"
Laptops QWERTY,"Dell XPS 13 CNX93603","1.449,-","Dell","CNX93603","13,3 inch","1920 x 1080 pixels","Intel Core i7 7500U","Intel HD Graphics 620","None","8 GB","256 GB SSD","30,4 cm x 20 cm x 1,5 cm","1,2 kg"
Laptops QWERTY,"Apple MacBook Pro 15'' (2017) Touch Bar MPTU2N/A Silver","2.599,-","Apple","MPTU2N/A","15,4 inch","2880 x 1800 pixels","Intel Core i7 None","AMD Radeon Pro 555","2000 MB","16 GB","256 GB SSD","34,93 cm x 24,07 cm x 1,55 cm","1,83 kg"
Laptops QWERTY,"Dell XPS 13 CNX93607","1.899,-","Dell","CNX93607","13,3 inch","3200 x 1800 pixels","Intel Core i7 7500U","Intel HD Graphics 620","None","16 GB","512 GB SSD","30,4 cm x 20 cm x 1,5 cm","1,2 kg"
Laptops QWERTY,"Dell XPS 13 CNX93602","1.349,-","Dell","CNX93602","13,3 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","256 GB SSD","30,4 cm x 20 cm x 1,5 cm","1,2 kg"
Laptops QWERTY,"Medion Akoya S6421W-i3-256","549,-","Medion","30022286","15,6 inch","1366 x 768 pixels","Intel Core i3 6006U","Intel HD Graphics 520","None","4 GB","256 GB SSD","38,3 cm x 25,1 cm x 2,1 cm","2,1 kg"
Laptops QWERTY,"Dell XPS 13 CNX93604","1.549,-","Dell","CNX93604","13,3 inch","3200 x 1800 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","256 GB SSD","30,4 cm x 20 cm x 1,5 cm","1,2 kg"
Laptops QWERTY,"Asus ZenBook Deluxe UX490UA-BE029T","1.399,-","Asus","90NB0EI1-M02250","14 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","256 GB SSD","32,9 cm x 21,6 cm x 1,29 cm","1,09 kg"
Laptops QWERTY,"Microsoft Surface Book - i7 - 16 GB - 1 TB","3.149,-","Microsoft","975-00011","13,5 inch","3000 x 2000 pixels","Intel Core i7 6600U","NVIDIA GeForce GTX 965M","None","16 GB","1 TB SSD","31,2 cm x 23,2 cm x 2,28 cm","1,52 kg"
Laptops QWERTY,"Acer Chromebook 11 C731T-C9M4","369,-","Acer","NX.GM9EH.001","11,6 inch","1366 x 768 pixels","Intel Celeron N3060","Intel HD Graphics 400","None","4 GB","32 GB Flash","29,7 cm x 21 cm x 2,2 cm","1,35 kg"
Laptops QWERTY,"Medion Akoya E7419","499,-","Medion","30020194","17,3 inch","1600 x 900 pixels","Intel Pentium 4405U","Intel HD Graphics 510","None","4 GB","1 TB HDD + 8 GB Cache SSD","42 cm x 28 cm x 3,1 cm","2,7 kg"
Laptops QWERTY,"Apple MacBook Pro 15'' Touch Bar (2017) 16/512SSD - 3,1Ghz Space Gray","3.297,-","Apple","791450","15,4 inch","2880 x 1800 pixels","Intel Core i7 7920HQ","AMD Radeon Pro 555","2000 MB","16 GB","512 GB SSD","34,93 cm x 24,07 cm x 1,55 cm","1,83 kg"
Laptops QWERTY,"HP Chromebook 11 G1 X360 1TT17EA","497,-","HP","1TT17EA","11,6 inch","1366 x 768 pixels","Intel Celeron N3350","Intel HD Graphics 500","None","4 GB","32 GB Flash","30,6 cm x 20,8 cm x 1,95 cm","1,4 kg"
Laptops QWERTY,"Acer Switch 5 SW512-52P-578Z","1.149,-","Acer","NT.LDTEH.005","12 inch","2160 x 1440 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","256 GB SSD","29,29 cm x 20,18 cm x 0,96 cm","920 kg"
Laptops QWERTY,"MSI GS73VR 7RF-216NL Stealth Pro","2.049,-","MSI","GS73VR 7RF-216NL","17,3 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 2 TB HDD","41,18 cm x 28,49 cm x 1,96 cm","2,43 kg"
Laptops QWERTY,"HP Chromebook 11 G1 X360 1TT14EA","445,-","HP","1TT14EA","11,6 inch","1366 x 768 pixels","Intel Celeron N3350","Intel HD Graphics 500","None","4 GB","32 GB Flash","30,6 cm x 20,8 cm x 1,95 cm","1,4 kg"
Laptops QWERTY,"Asus VivoBook Flip TP203NA-BP028T","499,-","Asus","90NB0EQ1-M02180","11,6 inch","1366 x 768 pixels","Intel Celeron N3350","Intel HD Graphics 500","None","4 GB","128 GB Flash","29,34 cm x 19,8 cm x 1,71 cm","1,1 kg"
Laptops QWERTY,"HP Chromebook 11 G5 X0P00EA","309,-","HP","X0P00EA#ABH","11,6 inch","1366 x 768 pixels","Intel Celeron N3050","Intel HD Graphics 400","None","4 GB","32 GB Flash","20,5 cm x 28,6 cm x 1,84 cm","1,14 kg"
Laptops QWERTY,"Asus Chromebook Flip C101PA-FS002","399,-","Asus","90NB0EP1-M00090","10,1 inch","1280 x 800 pixels","Rockchip RK3399 RK 3399","Mali T764","None","4 GB","16 GB Flash","26,3 cm x 18,2 cm x 1,56 cm","1,3 kg"
Laptops QWERTY,"Asus Gaming ROG Strix GL702ZC-GC104T","1.799,-","Asus","90NB0FV1-M02090","17,3 inch","1920 x 1080 pixels","AMD Ryzen 7 1700","AMD Radeon RX 580","4000 MB","16 GB","256 GB SSD + 1 TB HDD","41,5 cm x 28 cm x 3,4 cm","3,2 kg"
Laptops QWERTY,"Acer Predator Triton 700 PT716-51-743H","3.299,-","Acer","NH.Q2LEH.007","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1080 Max Q","8000 MB","16 GB","512 GB PCIe SSD","39,3 cm x 26,6 cm x 1,89 cm","2,45 kg"
Laptops QWERTY,"Acer Predator Triton 700 PT716-51-72BR","3.899,-","Acer","NH.Q2LEH.010","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1080 Max Q","8000 MB","32 GB","1 TB PCIe SSD","39,3 cm x 26,6 cm x 1,89 cm","2,45 kg"
Laptops QWERTY,"Acer Chromebook 15 CB515-1HT-P9M1","579,-","Acer","NX.GPTEH.002","15,6 inch","1920 x 1080 pixels","Intel Celeron N3350","Intel HD Graphics 500","None","8 GB","64 GB eMMC","37,8 cm x 26,6 cm x 1,8 cm","1,8 kg"
Laptops QWERTY,"Medion Akoya S6421B-P-128","399,-","Medion","30023563","15,6 inch","1920 x 1080 pixels","Intel Pentium 4405U","Intel HD Graphics 510","None","8 GB","128 GB SSD","38,3 cm x 25,1 cm x 2,12 cm","2,1 kg"
Laptops QWERTY,"Asus ZenBook BX530UQ-FY072R","999,-","Asus","90NB0EG1-M01270","15,6 inch","1920 x 1080 pixels","Intel Core i5 7200U","NVIDIA GeForce 940MX","2000 MB","8 GB","256 GB SSD","36 cm x 24,6 cm x 1,69 cm","1,63 kg"
Laptops QWERTY,"MSI GS63 7RD-076NL","1.399,-","MSI","GS63 7RD-076NL","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1050","2000 MB","8 GB","256 GB SSD + 1 TB HDD","38 cm x 24,9 cm x 1,77 cm","1,8 kg"
Laptops QWERTY,"Medion Akoya S6421B-i3-128","499,-","Medion","30023281","15,6 inch","1920 x 1080 pixels","Intel Core i3 6006U","Intel HD Graphics 520","None","4 GB","128 GB SSD","38,3 cm x 25,1 cm x 2,12 cm","2,1 kg"
Laptops QWERTY,"HP Omen 15-ce061nd","1.699,-","HP","2PW53EA#ABH","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","6000 MB","16 GB","256 GB SSD + 1 TB HDD","38,85 cm x 27,55 cm x 2,48 cm","2,62 kg"
Laptops QWERTY,"Asus ASUSPRO P2540UA-XO0511R","624,-","Asus","90NX0141-M06300","15,6 inch","1366 x 768 pixels","Intel Core i3 7100U","Intel HD Graphics 620","None","4 GB","500 GB harde schijf","38 cm x 25,6 cm x 2,26 cm","2,37 kg"
Laptops QWERTY,"MSI GF62VR 7RF-1013NL","1.499,-","MSI","GF62VR 7RF-1013NL","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1060","3000 MB","16 GB","256 GB SSD + 1 TB HDD","38,3 cm x 26 cm x 2,9 cm","2,2 kg"
Laptops QWERTY,"Acer Chromebook R751TN-C5SH","399,-","Acer","NX.GNJEH.002","11,6 inch","1366 x 768 pixels","Intel Celeron N3450","Intel HD Graphics 500","None","4 GB","32 GB Flash","29,6 cm x 20,6 cm x 2,09 cm","1,4 kg"
Laptops QWERTY,"Apple MacBook Pro 15'' Touch Bar (2017) 16/256SSD - 2,2Ghz Silver","2.249,-","Apple","791455","15,4 inch","2880 x 1800 pixels","Intel Core i7 4770HQ","AMD Radeon Pro 555","2000 MB","16 GB","256 GB SSD","34,93 cm x 24,07 cm x 1,55 cm","1,83 kg"
Laptops QWERTY,"Asus ASUSPRO P4540UQ-FY0175R","1.199,-","Asus","90NX0101-M02190","15,6 inch","1920 x 1080 pixels","Intel Core i7 7500U","NVIDIA GeForce 940MX","4000 MB","8 GB","512 GB SSD","38 cm x 25,6 cm x 2,45 cm","2,3 kg"
Laptops QWERTY,"Microsoft Surface Laptop - i5 - 8 GB - 256 GB Bordeauxrood","1.379,-","Microsoft","DAG-00068","13,5 inch","2256 x 1504 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","256 GB SSD","30,802 cm x 22,32 cm x 1,447 cm","1,25 kg"
Laptops QWERTY,"Acer Chromebook 15 CB515-1H-C1VS","399,-","Acer","NX.GP0EH.003","15,6 inch","1920 x 1080 pixels","Intel Celeron N3350","Intel HD Graphics 500","None","4 GB","32 GB eMMC","37,8 cm x 26,6 cm x 1,8 cm","1,8 kg"
Laptops QWERTY,"Acer Chromebook 15 CB515-1HT-C1W7","469,-","Acer","NX.GP3EH.001","15,6 inch","1920 x 1080 pixels","Intel Celeron N3350","Intel HD Graphics 500","None","4 GB","64 GB eMMC","37,8 cm x 26,6 cm x 1,8 cm","1,8 kg"
Laptops QWERTY,"Asus ZenBook 3 Deluxe UX490UAR-BE082R","2.199,-","Asus","90NB0EI1-M06140","14 inch","1920 x 1080 pixels","Intel Core i7 8550U","Intel UHD Graphics 620","None","16 GB","1 TB SSD","32,9 cm x 21,4 cm x 1,29 cm","1,1 kg"
Laptops QWERTY,"Microsoft Surface Laptop - i5 - 8 GB - 256 GB Kobaltblauw","1.379,-","Microsoft","DAG-00084","13,5 inch","2256 x 1504 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","256 GB SSD","30,802 cm x 22,32 cm x 1,447 cm","1,25 kg"
Laptops QWERTY,"Microsoft Surface Laptop - i5 - 8 GB - 256 GB Champagne","1.379,-","Microsoft","DAG-00027","13,5 inch","2256 x 1504 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","256 GB SSD","30,802 cm x 22,32 cm x 1,447 cm","1,25 kg"
Laptops QWERTY,"Asus ZenBook Pro UX550VD-BN008R","1.799,-","Asus","90NB0ET2-M02600","15,6 inch","1920 x 1080 pixels","Intel Core i7 7700HQ","NVIDIA GeForce GTX 1050","4000 MB","16 GB","512 GB SSD","36,7 cm x 25,1 cm x 1,89 cm","1,8 kg"
Laptops QWERTY,"Asus Zenbook Flip UX461UA-E1025R","1.299,-","Asus","90NB0GG1-M00920","14 inch","1920 x 1080 pixels","Intel Core i7 8550U","Intel UHD Graphics 620","None","8 GB","512 GB SSD","32,7 cm x 22,6 cm x 1,39 cm","1,4 kg"
Laptops QWERTY,"Lenovo Ideapad 320-14ISK 80XG0057MH","549,-","Lenovo","80XG0057MH","14 inch","1920 x 1080 pixels","Intel Core i3 6006U","Intel HD Graphics 520","None","4 GB","128 GB SSD","33,83 cm x 24,99 cm x 2,27 cm","2,1 kg"
Laptops QWERTY,"Acer Aspire E5-774G-56RD","899,-","Acer","NX.GG7EH.024","17,3 inch","1920 x 1080 pixels","Intel Core i5 7200U","NVIDIA GeForce 940MX","2000 MB","8 GB","128 GB SSD + 1 TB HDD","42,332 cm x 28,19 cm x 2,76 cm","3,1 kg"
Laptops QWERTY,"HP 15-ay081nd","369,-","HP","W9U95EA#ABH","15,6 inch","1366 x 768 pixels","Intel Celeron N3060","Intel HD Graphics 400","None","4 GB","128 GB SSD","38,43 cm x 25,46 cm x 2,43 cm","1,96 kg"
Laptops QWERTY,"Apple MacBook Pro 13'' (2017) MPXQ2N/A Space Gray","1.399,-","Apple","MPXQ2N/A","13,3 inch","2560 x 1600 pixels","Intel Core i5 None","Intel Iris Plus Graphics 640","None","8 GB","128 GB SSD","30,41 cm x 21,24 cm x 1,49 cm","1,37 kg"
Laptops QWERTY,"Medion Akoya E2215T 32GB Zilver","314,46","Medion","30021261","11,6 inch","1366 x 768 pixels","Intel Atom Z8350","Intel HD Graphics 400","None","2 GB","32 GB Flash","27,8 cm x 19,9 cm x 1,8 cm","1,18 kg"
Laptops QWERTY,"Acer Spin 5 SP513-51-370V","699,-","Acer","NX.GK4EH.002","13,3 inch","1920 x 1080 pixels","Intel Core i3 6006U","Intel HD Graphics 520","None","8 GB","256 GB SSD","32,88 cm x 22,85 cm x 1,97 cm","None"
Laptops QWERTY,"HP Pavilion 15-cc594nd","999,-","HP","2GR86EA#ABH","15,6 inch","1920 x 1080 pixels","Intel Core i7 7500U","NVIDIA GeForce 940MX","2000 MB","8 GB","128 GB SSD + 1 TB HDD","37,8 cm x 25,21 cm x 1,99 cm","1,91 kg"
Laptops QWERTY,"Asus VivoBook A541UA-DM1033T","629,-","Asus","90NB0CF3-M15280","15,6 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel HD Graphics 620","None","8 GB","128 GB SSD","38,1 cm x 25,2 cm x 2,76 cm","2 kg"
Laptops QWERTY,"Asus VivoBook S510UQ-BQ399T","999,-","Asus","90NB0FM1-M05940","15,6 inch","1920 x 1080 pixels","Intel Core i5 7200U","NVIDIA GeForce 940MX","2000 MB","8 GB","256 GB SSD + 1 TB HDD","36,1 cm x 24,3 cm x 1,79 cm","1,7 kg"
Laptops QWERTY,"HP Stream 14-ax011nd","299,-","HP","2EP01EA#ABH","14 inch","1366 x 768 pixels","Intel Celeron N3060","Intel HD Graphics 400","None","4 GB","32 GB Flash","33,7 cm x 22,6 cm x 1,79 cm","1,44 kg"
Laptops QWERTY,"Asus Transformer Book T101HA-GR030T","379,-","Asus","90NB0BK1-M04770","10,1 inch","1280 x 800 pixels","Intel Atom Z8350","Intel HD Graphics 400","None","4 GB","128 GB Flash","26,1 cm x 17,5 cm x 2 cm","1,08 kg"
Laptops QWERTY,"HP Thinbook 14-bp032nd","799,-","HP","1UY87EA#ABH","14 inch","1920 x 1080 pixels","Intel Core i5 7200U","Intel HD Graphics 620","2000 MB","8 GB","256 GB SSD","33,6 cm x 23,9 cm x 1,99 cm","1,46 kg"
Laptops QWERTY,"HP 17-y072nd","549,-","HP","Y0B44EA#ABH","17,3 inch","1600 x 900 pixels","AMD A8 7410","AMD Radeon R5","None","8 GB","1 TB HDD + 8 GB cache SSD","41,7 cm x 27,9 cm x 2,49 cm","2,75 kg"
